day,month,year,Temperature, RH, Ws,Rain ,FFMC,DMC,DC,ISI,BUI,FWI,Classes
26,8,2012,33,37,16,0.0,92.2,61.3,167.2,13.1,64.0,30.3,1
5,8,2012,34,42,17,0.1,88.3,23.6,52.5,19.0,23.5,12.6,1
29,6,2012,32,47,13,0.3,79.9,18.4,84.4,2.2,23.8,3.9,0
3,6,2012,29,80,14,2.0,48.7,2.2,7.6,0.3,2.6,0.1,0
3,9,2012,28,75,16,0.0,82.2,4.4,24.3,3.3,6.0,2.5,1
25,6,2012,31,64,15,0.0,86.7,14.2,63.8,5.7,18.3,8.4,1
15,6,2012,28,80,17,3.1,49.4,3.0,7.4,0.4,3.0,0.1,0
16,9,2012,30,65,14,0.0,78.1,3.2,15.7,1.9,4.2,0.8,0
9,9,2012,30,77,15,1.0,56.1,2.1,8.4,0.7,2.6,0.2,0
27,6,2012,36,55,15,0.0,89.1,20.9,43.3,8.0,20.8,12.0,1
4,6,2012,30,64,14,0.0,79.4,5.2,15.4,2.2,5.6,1.0,0
24,7,2012,33,63,17,1.1,72.8,20.9,56.6,1.6,21.7,2.5,0
30,7,2012,36,56,16,0.0,88.9,23.8,57.1,8.2,23.8,13.2,1
29,9,2012,24,54,18,0.1,79.7,4.3,15.2,1.7,5.1,0.7,0
8,7,2012,33,68,19,0.0,85.6,12.5,49.8,6.0,15.4,8.0,1
10,6,2012,28,79,12,0.0,73.2,9.5,46.3,1.3,12.6,0.9,0
13,8,2012,35,34,16,0.2,88.3,16.9,45.1,7.5,17.5,10.5,1
30,8,2012,34,49,15,0.0,89.2,24.8,159.1,8.1,35.7,16.0,1
30,7,2012,31,79,15,0.0,85.4,28.5,136.0,4.7,37.4,10.7,1
2,7,2012,27,75,19,1.2,55.7,2.4,8.3,0.8,2.8,0.3,0
23,6,2012,33,59,16,0.8,74.2,7.0,8.3,1.6,6.7,0.8,0
6,8,2012,30,54,14,3.1,70.5,11.0,9.1,1.3,10.5,0.8,0
17,8,2012,42,24,9,0.0,96.0,30.3,76.4,15.7,30.4,24.0,1
18,6,2012,33,62,10,8.7,65.5,4.6,8.3,0.9,4.4,0.4,0
18,8,2012,36,54,18,0.0,89.4,20.0,110.9,9.7,27.5,16.1,1
12,8,2012,39,21,17,0.4,93.0,18.4,41.5,15.5,18.4,18.8,1
22,8,2012,36,55,18,0.0,89.1,33.5,151.3,9.9,43.1,20.4,1
15,8,2012,35,46,13,0.3,83.9,16.9,54.2,3.5,19.0,5.5,1
9,6,2012,25,88,13,0.2,52.9,7.9,38.8,0.4,10.5,0.3,0
27,8,2012,33,82,21,0.0,84.9,47.0,200.2,4.4,59.3,13.2,1
28,8,2012,34,64,16,0.0,89.4,50.2,210.4,7.3,62.9,19.9,1
14,6,2012,30,78,20,0.5,59.0,4.6,7.8,1.0,4.4,0.4,0
13,8,2012,35,63,15,0.0,87.0,19.0,85.1,5.9,24.4,10.2,1
26,9,2012,30,65,14,0.0,85.4,16.0,44.5,4.5,16.9,6.5,1
3,9,2012,25,78,15,3.8,42.6,1.2,7.5,0.1,1.7,0.0,0
24,8,2012,35,38,15,0.0,92.1,51.3,147.7,12.2,54.9,26.9,1
4,9,2012,30,66,15,0.2,73.5,4.1,26.6,1.5,6.0,0.7,0
15,8,2012,36,55,13,0.3,82.4,15.6,92.5,3.7,22.0,6.3,1
10,6,2012,30,41,15,0.0,89.4,13.3,22.5,8.4,13.1,10.0,1
19,6,2012,31,55,16,0.1,79.9,4.5,16.0,2.5,5.3,1.4,0
29,9,2012,26,80,16,1.8,47.4,2.9,7.7,0.3,3.0,0.1,0
7,8,2012,34,63,13,2.9,69.7,7.2,9.8,1.2,6.9,0.6,0
14,9,2012,28,81,15,0.0,84.6,12.6,41.5,4.3,14.3,5.7,1
9,8,2012,35,59,17,0.0,87.4,14.8,57.0,6.9,17.9,9.9,1
9,7,2012,32,68,14,1.4,66.6,7.7,9.2,1.1,7.4,0.6,0
3,8,2012,39,33,17,0.0,93.7,17.1,32.1,17.2,16.9,19.5,1
28,9,2012,32,47,14,0.7,77.5,7.1,8.8,1.8,6.8,0.9,0
12,7,2012,31,75,13,0.1,75.1,7.9,27.7,1.5,9.2,0.9,0
20,9,2012,34,58,13,0.2,79.5,18.7,88.0,2.1,24.4,3.8,0
26,6,2012,31,64,18,0.0,86.8,17.8,71.8,6.7,21.6,10.6,1
15,6,2012,28,90,15,0.0,66.8,7.2,14.7,1.2,7.1,0.6,0
27,9,2012,31,66,11,0.0,85.7,8.3,24.9,4.0,9.0,4.1,1
29,8,2012,35,48,18,0.0,90.1,54.2,220.4,12.5,67.4,30.2,1
30,8,2012,35,70,17,0.8,72.7,25.2,180.4,1.7,37.4,4.2,0
20,7,2012,33,65,15,0.1,81.4,12.3,62.1,2.8,16.5,4.0,1
19,7,2012,34,58,16,0.0,88.1,27.8,61.1,7.3,27.7,13.0,1
9,7,2012,36,43,15,1.9,82.3,9.4,9.9,3.2,9.0,3.1,1
1,9,2012,29,86,16,0.0,37.9,0.9,8.2,0.1,1.4,0.0,0
12,6,2012,26,81,19,0.0,84.0,13.8,61.4,4.8,17.7,7.1,1
16,6,2012,29,87,15,0.4,47.4,4.2,8.0,0.2,4.1,0.1,0
7,6,2012,35,44,17,0.2,85.6,9.9,28.9,5.4,10.7,6.0,1
11,7,2012,33,76,14,0.0,81.1,8.1,18.7,2.6,8.1,2.2,0
17,8,2012,37,52,18,0.0,89.3,16.0,100.7,9.7,22.9,14.6,1
23,7,2012,27,66,22,0.4,68.2,10.5,71.3,1.8,15.4,2.1,0
11,6,2012,31,42,21,0.0,90.6,18.2,30.5,13.4,18.0,16.7,1
2,8,2012,40,34,14,0.0,93.3,10.8,21.4,13.8,10.6,13.5,1
25,9,2012,26,81,21,5.8,48.6,3.0,7.7,0.4,3.0,0.1,0
28,7,2012,33,76,15,0.0,86.5,24.4,117.8,5.6,32.1,11.3,1
24,6,2012,32,66,17,0.0,85.9,11.2,55.8,5.6,14.9,7.5,1
29,7,2012,34,59,16,0.0,88.1,19.5,47.2,7.4,19.5,10.9,1
20,6,2012,31,72,14,0.2,60.2,3.8,8.0,0.8,3.7,0.3,0
23,6,2012,32,62,18,0.1,81.4,8.2,47.7,3.3,11.5,3.8,1
9,6,2012,27,59,18,0.1,78.1,8.5,14.7,2.4,8.3,1.9,0
16,6,2012,29,89,13,0.7,36.1,1.7,7.6,0.0,2.2,0.0,0
7,8,2012,32,69,16,0.0,86.5,15.5,48.6,5.5,17.2,8.0,1
26,6,2012,36,62,16,0.0,87.8,16.5,34.5,7.0,16.4,9.5,1
17,6,2012,30,89,16,0.6,37.3,1.1,7.8,0.0,1.6,0.0,0
4,8,2012,38,35,15,0.0,93.8,23.0,42.7,15.7,22.9,20.9,1
20,6,2012,30,80,16,0.4,59.8,3.4,27.1,0.9,5.1,0.4,0
28,7,2012,33,57,16,0.0,87.5,15.7,37.6,6.7,15.7,9.0,1
26,9,2012,31,54,11,0.0,82.0,6.0,16.3,2.5,6.2,1.7,0
19,8,2012,35,66,15,0.1,82.7,32.7,96.8,3.3,35.5,7.7,1
14,7,2012,37,37,18,0.2,88.9,12.9,14.6,12.5,10.4,1.0,1
13,9,2012,29,49,19,0.0,88.6,11.5,33.4,9.1,12.4,10.3,1
3,7,2012,32,76,20,0.7,63.1,2.6,9.2,1.3,3.0,0.5,0
4,6,2012,25,89,13,2.5,28.6,1.3,6.9,0.0,1.7,0.0,0
17,7,2012,29,70,14,0.0,82.8,9.4,34.1,3.2,11.1,3.6,1
22,9,2012,31,50,19,0.6,77.8,10.6,41.4,2.4,12.9,2.8,0
19,9,2012,29,57,14,0.0,89.3,12.5,41.3,7.8,14.2,9.7,1
11,6,2012,31,65,14,0.0,84.5,12.5,54.3,4.0,15.8,5.6,1
22,7,2012,28,79,18,0.1,73.4,16.4,79.9,1.8,21.7,2.8,0
29,7,2012,32,73,15,0.0,86.6,26.7,127.0,5.6,35.0,11.9,1
24,9,2012,29,65,19,0.6,68.3,5.5,15.2,1.5,5.8,0.7,0
23,9,2012,35,56,14,0.0,89.0,29.4,115.6,7.5,36.0,15.2,1
18,6,2012,31,78,14,0.3,56.9,1.9,8.0,0.7,2.4,0.2,0
23,7,2012,31,71,17,0.0,87.3,46.6,99.0,6.9,46.5,16.3,1
8,6,2012,30,73,15,0.0,86.6,12.1,38.3,5.6,13.5,7.1,1
21,6,2012,30,78,14,0.0,81.0,6.3,31.6,2.6,8.4,2.2,1
26,7,2012,36,53,19,0.0,89.2,17.1,98.6,10.0,23.9,15.3,1
4,7,2012,33,78,17,0.0,80.1,4.6,18.5,2.7,5.7,1.7,0
5,9,2012,30,58,12,4.1,66.1,4.0,8.4,1.0,3.9,0.4,0
27,7,2012,36,48,13,0.0,90.3,22.2,108.5,8.7,29.4,15.3,1
1,6,2012,29,57,18,0.0,65.7,3.4,7.6,1.3,3.4,0.5,0
18,7,2012,33,68,15,0.0,86.1,23.9,51.6,5.2,23.9,9.1,1
6,9,2012,29,74,19,0.1,75.8,3.6,32.2,2.1,5.6,0.9,0
20,8,2012,35,68,19,0.0,88.3,25.9,130.6,8.8,34.7,16.8,1
22,7,2012,32,48,18,0.0,91.5,44.2,90.1,13.2,44.0,25.4,1
21,9,2012,35,34,17,0.0,92.2,23.6,97.3,13.8,29.4,21.6,1
3,6,2012,26,82,22,13.1,47.1,2.5,7.1,0.3,2.7,0.1,0
23,8,2012,36,53,16,0.0,89.5,37.6,161.5,10.4,47.5,22.3,1
22,6,2012,33,46,14,1.1,78.3,8.1,8.3,1.9,7.7,1.2,0
8,9,2012,30,73,17,0.9,62.0,2.6,8.4,1.1,3.0,0.4,0
28,8,2012,35,56,14,0.4,79.2,37.0,166.0,2.1,30.6,6.1,0
19,8,2012,35,62,19,0.0,89.4,23.2,120.9,9.7,31.3,17.2,1
12,7,2012,36,44,13,0.0,90.1,12.6,19.4,8.3,12.5,9.6,1
16,7,2012,28,76,21,0.0,72.6,7.0,25.5,0.7,8.3,0.4,0
6,8,2012,32,75,14,0.0,86.4,13.0,39.1,5.2,14.2,6.8,1
13,7,2012,39,45,13,0.6,85.2,11.3,10.4,4.2,10.9,4.7,1
21,9,2012,31,55,11,0.0,87.8,16.5,57.9,5.4,19.2,8.3,1
25,9,2012,28,70,15,0.0,79.9,13.8,36.1,2.4,14.1,3.0,0
18,9,2012,32,49,11,0.0,89.4,9.8,33.1,6.8,11.3,7.7,1
31,7,2012,35,64,17,0.0,87.2,31.9,145.7,6.8,41.2,15.7,1
27,9,2012,28,87,15,4.4,41.1,6.5,8.0,0.1,6.2,0.0,0
28,9,2012,27,87,29,0.5,45.9,3.5,7.9,0.4,3.4,0.2,0
5,6,2012,32,60,14,0.2,77.1,6.0,17.6,1.8,6.5,0.9,0
8,8,2012,37,56,11,0.0,87.4,11.2,20.2,5.2,11.0,5.9,1
14,9,2012,22,76,26,8.3,47.4,1.1,7.0,0.4,1.6,0.1,0
27,7,2012,29,87,18,0.0,80.0,11.8,28.3,2.8,11.8,3.2,0
19,6,2012,32,67,14,4.5,64.6,4.4,8.2,1.0,4.2,0.4,0
9,9,2012,30,80,15,0.0,83.1,7.9,34.5,3.5,10.0,3.7,1
21,6,2012,32,55,14,0.0,86.2,8.3,18.4,5.0,8.2,4.9,1
18,9,2012,36,33,13,0.1,90.6,25.8,77.8,9.0,28.2,15.4,1
3,7,2012,34,56,17,0.1,84.7,9.7,27.3,4.7,10.3,5.2,1
25,7,2012,31,65,18,0.0,84.3,12.5,88.7,4.8,18.5,7.3,1
23,8,2012,36,43,16,0.0,91.2,46.1,137.7,11.5,50.2,24.5,1
22,8,2012,37,53,14,0.0,89.5,41.1,127.5,8.0,45.5,18.1,1
10,9,2012,29,74,15,1.1,59.5,4.7,8.2,0.8,4.6,0.3,0
7,7,2012,38,43,13,0.5,85.0,13.0,35.4,4.1,13.7,5.2,1
11,8,2012,35,63,13,0.0,88.9,21.7,77.0,7.1,25.5,12.1,1
14,8,2012,37,40,13,0.0,91.9,22.3,55.5,10.8,22.3,15.7,1
8,7,2012,35,47,18,6.0,80.8,9.8,9.7,3.1,9.4,3.0,1
14,6,2012,27,79,16,0.7,53.4,6.4,7.3,0.5,6.1,0.3,0
2,9,2012,28,67,19,0.0,75.4,2.9,16.3,2.0,4.0,0.8,0
3,8,2012,35,63,14,0.3,76.6,5.7,10.0,1.7,5.5,0.8,0
12,9,2012,31,72,14,0.0,84.2,8.3,25.2,3.8,9.1,3.9,1
11,9,2012,30,77,21,1.8,58.5,1.9,8.4,1.1,2.4,0.3,0
7,7,2012,35,64,18,0.2,80.0,9.7,40.4,2.8,12.1,3.2,0
27,8,2012,36,54,14,0.0,91.0,65.9,177.3,10.0,68.0,26.1,1
21,7,2012,33,70,17,0.0,85.4,18.5,71.5,5.2,22.4,8.8,1
31,8,2012,28,80,21,16.8,52.5,8.7,8.7,0.6,8.3,0.3,0
21,8,2012,36,58,19,0.0,88.6,29.6,141.1,9.2,38.8,18.4,1
17,9,2012,31,52,14,0.0,87.7,6.4,24.3,6.2,7.7,5.9,1
15,7,2012,30,80,19,0.4,60.7,5.2,17.0,1.1,5.9,0.5,0
30,6,2012,33,50,14,0.0,88.7,22.9,92.8,7.2,28.3,12.9,1
26,7,2012,35,58,10,0.2,78.3,10.8,19.7,1.6,10.7,1.0,0
15,7,2012,34,45,17,0.0,90.5,18.0,24.1,10.9,17.7,14.1,1
21,7,2012,36,29,18,0.0,93.9,39.6,80.6,18.5,39.5,30.0,1
13,6,2012,27,84,21,1.2,50.0,6.7,17.0,0.5,6.7,0.2,0
14,8,2012,33,66,14,0.0,87.0,21.7,94.7,5.7,27.2,10.6,1
4,8,2012,34,69,13,0.0,85.0,8.2,19.8,4.0,8.2,3.9,1
25,8,2012,34,40,18,0.0,92.1,56.3,157.5,14.3,59.5,31.1,1
24,8,2012,34,64,14,0.0,88.9,40.5,171.3,9.0,50.9,20.9,1
5,7,2012,34,45,18,0.0,90.5,18.7,46.4,11.3,18.7,15.0,1
15,9,2012,24,82,15,0.4,44.9,0.9,7.3,0.2,1.4,0.0,0
1,7,2012,29,68,19,1.0,59.9,2.5,8.6,1.1,2.9,0.4,0
30,6,2012,34,42,15,1.7,79.7,12.0,8.5,2.2,11.5,2.2,0
16,8,2012,36,61,18,0.3,80.2,11.7,90.4,2.8,17.6,4.2,1
10,8,2012,39,39,15,0.2,89.3,15.8,35.4,8.2,15.8,10.7,1
4,7,2012,34,58,18,0.0,88.0,13.6,36.8,8.0,14.1,9.9,1
14,7,2012,34,61,13,0.6,73.9,7.8,22.9,1.4,8.4,0.8,0
28,6,2012,37,37,13,0.0,92.5,27.2,52.4,11.7,27.1,18.4,1
16,7,2012,32,77,15,0.0,81.27949343285546,10.823198381732965,36.89865409270579,2.835629505112249,12.357481979551004,3.290419670074833,0
19,6,2012,31,73,14,0.22540267396496963,59.361711759156,3.317349194665577,8.0,0.7745973260350304,3.369765238455395,0.2745973260350304,0
3,9,2012,29,66,15,0.16263269816490666,73.85498936743339,3.8757961889894395,24.675583955492694,1.5934182545877333,5.626326981649067,0.7186836509175466,0
8,7,2012,34,60,13,2.9,71.19089235688756,7.170766816531616,9.71230044959485,1.3169327338735342,6.870766816531616,0.6584663669367671,0
1,9,2012,26,80,16,3.9913942492114427,42.390318530362876,1.1217441249561912,7.811947781326665,0.1554360312390478,1.6217441249561912,0.05543603123904781,0
20,8,2012,31,51,18,0.6,77.27400176239388,10.222360239667402,38.904880154945346,2.2651286570240727,12.293078956608328,2.5302573140481455,0
10,8,2012,29,77,15,0.9168054973529162,55.35124947617625,3.292454537941535,8.094953490294026,0.6445369982352774,3.570602530882645,0.22773150088236127,0
14,6,2012,28,78,17,0.6213057775166686,55.60343822953328,5.691751997650018,7.496735556208328,0.6967355562083285,5.431099108891683,0.3393471112416657,0
12,7,2012,34,78,15,0.02683328000256513,81.55850047997691,9.7,37.62933248004104,2.973166719997435,11.75366656000513,3.373166719997435,0
8,6,2012,30,73,14,0.06851386674346711,75.52947146927788,9.568513866743467,44.27884093106772,1.8138540005760033,12.428715333141332,1.687909467549872,0
8,8,2012,30,71,16,1.0097531883440178,63.00972933276496,3.7194825211089815,8.575605101350428,1.1,3.9658280574273563,0.44390127533760715,0
26,8,2012,32,50,14,0.7254924568073119,76.65874892535871,7.074507543192688,8.672537715963442,1.7490150863853762,6.774507543192688,0.8745075431926881,0
3,9,2012,29,66,16,0.13786194664694998,74.09031150685398,3.7271716798816996,23.399890252317924,1.655345133382625,5.3786194664695,0.731069026676525,0
9,7,2012,34,56,14,2.5400428971961757,75.04920107117188,6.906176944644095,9.569222519769966,1.6138445039539933,6.620021448598088,0.8,0
14,7,2012,34,53,13,0.4777166891194534,79.41176017810581,16.777373065416377,70.99030156411264,2.300068724740615,20.922145861399315,3.8223520356211615,0
9,9,2012,30,77,16,1.1456904902183602,56.53707147065508,2.06357737744541,8.4,0.7728452451091801,2.56357737744541,0.21821131127729504,0
11,7,2012,32,76,15,0.0,79.74732316486092,7.924947703687883,19.782141468111266,2.2976369427336163,8.131827690238566,1.9135507878529001,0
13,6,2012,28,81,20,0.9027126550187999,53.822265864044,5.8081379650564,13.0927948945328,0.712348103558,5.7231987236332,0.28493924142320004,0
14,6,2012,29,78,19,0.5484437735674587,57.64357434011116,5.035993962107128,7.678890566081353,0.8788905660813533,4.811772075323399,0.3757781132162707,0
16,6,2012,29,79,15,1.862607156992182,52.71444511519951,2.5138813831040716,7.665155609215962,0.5325778046079805,2.7348443907840387,0.1441926015359935,0
23,7,2012,32,61,17,1.0298293123743434,73.50170687625656,19.45448383491147,54.46681109618004,1.7122731002010507,20.46499589778844,2.542102412575394,0
13,6,2012,28,79,16,2.5488972616345342,51.158280165261246,2.7638131121290863,7.662429875412127,0.47872896262363795,2.8950280498351493,0.12624298754121266,0
17,8,2012,34,55,13,0.23468191037783803,80.12427438680108,17.624860778287022,83.5260335612589,2.238727641511352,23.116769316019994,3.938727641511352,0
28,8,2012,35,60,15,0.5337444819454489,77.02665216838646,33.05453778260926,170.81480135003616,1.9662555180545511,32.873656193072634,5.464713710759118,0
11,8,2012,30,73,14,0.0,79.23832766945388,6.532275932171692,16.64236216097535,2.110086228803654,6.630258686410961,1.2201724576073076,0
14,6,2012,27,79,15,0.6665485677973126,52.73097135594625,6.154689497180293,7.37805334180627,0.46654856779731263,5.876990451982084,0.2776990451982084,0
16,6,2012,29,89,14,0.643077436331103,36.78307076402676,1.3584646179866184,7.713845127337794,0.0,1.8584646179866184,0.0,0
1,7,2012,29,68,18,0.9946571227114152,60.01220042306028,2.505342877288585,8.58931424542283,1.1,2.905342877288585,0.4,0
16,6,2012,30,78,16,0.37371461721111915,57.67400348071675,2.8951473323501085,7.926285382788881,0.8105719258166787,3.1371461721111915,0.27371461721111917,0
4,6,2012,30,62,14,0.05584695357433456,78.75776003389515,5.423387814297339,16.014316489317682,2.088306092851331,5.851311291084505,0.9720765232128328,0
11,6,2012,27,60,16,0.06961812478044038,78.1,6.8897606133633404,15.003818752195595,2.248090623902202,7.054343115998057,1.565799372584844,0
21,7,2012,30,63,15,4.045179044841002,67.10907391042534,5.1172023283509995,12.265217850690998,1.2448015522339997,5.204536955212666,0.5724007761169999,0
15,6,2012,29,56,16,0.1,79.2038196781617,6.047067381862907,15.497203100894556,2.461323315453427,6.46030053639718,1.5933834227328632,0
8,9,2012,30,73,17,1.0290266403289732,61.49822973205399,2.4996459464107987,8.4,1.1,2.9139822397806845,0.3856637066301141,0
11,7,2012,32,75,14,0.0,80.73655040229372,7.793937180878924,18.29829254990359,2.504355369024664,7.8130661070739915,2.008710738049328,0
7,8,2012,29,72,17,0.9081713485941686,61.82840167952246,2.5918286514058315,8.416342697188337,1.1,2.9918286514058314,0.4,0
14,8,2012,29,64,14,0.014853379867821204,78.1,3.987229132994524,15.551466201321787,1.974266899339106,4.8089885745806695,0.9633871785460333,0
9,6,2012,27,81,12,0.057599047787904784,67.35369664952766,9.039207617696762,44.14003570795357,1.0408042849544286,11.995209998227,0.7272028566362858,0
16,6,2012,29,88,16,0.7526255940349819,38.03870787512931,1.2159954514665863,7.7755799049544025,0.024420095045597102,1.68547033265959,0.0061050237613992754,0
1,6,2012,29,57,18,0.035729053152925405,65.49277149171303,3.367843852162367,7.635729053152925,1.292854189369415,3.382135473423537,0.49642709468470747,0
16,6,2012,29,88,15,0.5713512113608457,38.74676382627729,1.5440562239068916,7.828648788639154,0.028648788639154293,1.9581098579894287,0.014324394319577147,0
23,6,2012,33,45,14,1.20537560663696,78.54587641548623,8.78494144314024,8.335125202212321,1.95268780331848,8.36737884203408,1.3756260110616,0
1,7,2012,28,60,18,1.8550719975608008,62.60772799227587,2.9987919985771336,8.528744000203266,1.1712559997967333,3.1850239991869334,0.4712559997967334,0
3,6,2012,29,64,14,0.0,78.68330177069018,4.7878985181468465,15.561257101594713,2.1641650885345083,5.313320708276066,0.9641650885345083,0
1,6,2012,28,57,18,1.5779735227646858,64.26547861566847,3.256547861566847,8.24553462294919,1.2282739307834234,3.328273930783423,0.5,0
1,9,2012,28,85,16,0.30579135667546725,38.2440152762599,0.9169884087041926,8.170270284767662,0.10424710217604816,1.4169884087041926,0.004247102176048157,0
19,8,2012,34,57,13,0.2002428504085373,79.50437130735367,18.692471637335345,87.9686722972987,2.100971401634149,24.39101453488412,3.8009714016341487,0
5,8,2012,30,58,12,3.8751546040112266,66.77453618796632,4.599587722636729,8.662319628653568,1.0374742326647954,4.462113489971933,0.43747423266479557,0
15,8,2012,29,64,14,0.009078306630163013,78.1,3.68115025139864,15.609216933698368,1.945391533150815,4.572210571836684,0.8998613729317931,0
2,8,2012,34,63,14,0.2823840256675278,76.52953610267011,5.535584239563593,10.369935460981917,1.7176159743324722,5.4119201283376395,0.8,0
12,6,2012,28,83,16,0.3210894022167121,57.62248668645177,6.265293070074387,25.60125515837838,0.8238129077584925,7.714943749015621,0.4210894022167121,0
2,8,2012,28,67,18,0.0,75.64513040854828,2.988664190325972,16.414741893363022,2.036508784251871,4.0886641903259715,0.846939865466691,0
11,6,2012,27,60,16,0.07117706079539526,78.1,6.972384222155949,14.988229392046048,2.255885303976976,7.118259492611206,1.5829476687493478,0
18,7,2012,28,74,19,0.0,74.97165171767749,9.20920981920643,28.943768247586494,1.2523024548016075,10.184326022264308,1.2446978720495174,0
24,8,2012,32,64,15,0.7881332793671706,70.02455506086572,7.444043886794096,15.419488825928365,1.3745778137552196,7.5559106074269256,0.7,0
28,9,2012,26,51,16,0.29804133699095076,78.97384843103318,5.22419290595777,13.087559072096525,1.7330068894984918,5.66111712147436,0.7660137789969836,0
19,6,2012,31,54,15,0.09079153525075742,80.0933777597341,4.638126971238639,16.02762539424773,2.5,5.382876182743183,1.4276253942477277,0
26,9,2012,27,85,16,4.692297561682192,42.66587979472603,5.769256095794519,7.937364808210959,0.16263519178904112,5.531891287583561,0.020878397263013715,0
16,7,2012,32,62,15,0.21437428226493227,77.91778414946482,15.94250287094027,77.15501722564163,2.200309987927263,21.128128588675338,3.600619975854526,0
28,9,2012,26,85,27,0.6976888931452987,46.128102569013805,3.4087589723944776,7.869586324131493,0.38479316206574626,3.339172648262985,0.18479316206574625,0
24,7,2012,26,54,17,0.1,79.78226364894417,4.382263648944156,15.529054595776625,2.0290545957766257,5.182263648944156,0.9879227713045474,0
22,6,2012,32,46,14,1.087075749383807,78.27415149876761,8.067689373459517,8.316155313270242,1.8967689373459518,7.670920436113565,1.1903068120378553,0
6,8,2012,32,61,12,3.221986022505671,68.73404193248298,6.3413706066515445,9.424349640410052,1.1463356629157215,6.095034943735823,0.5463356629157214,0
7,8,2012,29,73,14,1.990957786348699,58.33253807306033,4.085546354242277,8.077109270848455,0.7385546354242277,4.0777144011059345,0.26927731771211383,0
20,7,2012,28,76,17,0.12101193498063385,74.22997143173504,16.315952260077463,79.3957135604648,1.8735417724322185,21.59494032509683,2.947083544864437,0
2,9,2012,25,78,15,3.5145770803042673,42.24697691511317,1.1774666116029684,7.5525779062597405,0.1,1.6774666116029684,0.0,0
14,6,2012,30,76,13,0.17674974889002668,71.18576280660864,6.7487537666496,27.546500502219946,1.3465005022199465,8.151086765169634,0.7720837518499555,0
15,6,2012,28,88,13,0.6956532260701311,36.227505368609485,1.6884086028536829,7.595653226070131,0.002897849286579268,2.1884086028536833,0.0,0
3,8,2012,29,58,13,3.58979809543908,65.4555344363441,3.7851781454480338,8.426852731818997,1.0537054636379914,3.738883609086025,0.4268527318189958,0
5,8,2012,31,59,12,3.6565355834391826,67.43039324968245,5.182571777495513,8.917375152654287,1.0739107360934694,5.008661041402043,0.47391073609346956,0
15,6,2012,28,79,16,2.3514339521445082,51.405087628184354,2.705920481199628,7.560407010254749,0.48020350512737414,2.8395929897452516,0.1267345017091247,0
4,6,2012,31,61,14,0.11571003530572355,78.06933459398418,5.662840141222894,16.67281038836296,1.968579929388553,6.120695158875756,0.9421449823471383,0
13,7,2012,28,62,15,0.035331925104223894,78.1,5.072592030523866,15.34668074895776,2.0766596255211196,5.6486089292731805,1.1886511761464629,0
5,8,2012,28,73,17,1.043251767300689,58.991712886685534,2.5044988217995408,8.352249410899772,0.9567482326993113,2.9044988217995407,0.3522494108997704,0
13,7,2012,30,77,14,0.6653915203160627,56.48240969106736,2.004397577233161,8.208795154466321,0.7,2.504397577233161,0.2,0
3,9,2012,29,66,15,0.16320690880366484,73.84953436636519,3.8792414528219887,24.70515580338874,1.5919827279908378,5.632069088036649,0.7183965455981676,0
